"Time (UTCG)","Xmtr Power1 (dBW)","Xmtr Gain1 (dB)","EIRP1 (dBW)","Prop Loss1 (dB)","Rcvd. Frequency1 (GHz)","Rcvd. Iso. Power1 (dBW)","Flux Density1 (dBW/m^2)","g/T1 (dB/K)","C/No1 (dB*Hz)","Bandwidth1 (kHz)","C/N1 (dB)","Eb/No1 (dB)","BER1",
14 Sep 2023 15:28:32.852,30.000,0.0000,30.000,184.3405,14.500089,-154.341,-109.657466,20.000000,94.258628,32000.000,19.2071,22.2174,1.000000e-30,
14 Sep 2023 15:28:37.000,30.000,0.0000,30.000,184.3165,14.500086,-154.316,-109.633452,20.000000,94.282642,32000.000,19.2311,22.2414,1.000000e-30,
14 Sep 2023 15:28:42.000,30.000,0.0000,30.000,184.2886,14.500082,-154.289,-109.605579,20.000000,94.310515,32000.000,19.2590,22.2693,1.000000e-30,
14 Sep 2023 15:28:47.000,30.000,0.0000,30.000,184.2619,14.500078,-154.262,-109.578905,20.000000,94.337189,32000.000,19.2857,22.2960,1.000000e-30,
14 Sep 2023 15:28:52.000,30.000,0.0000,30.000,184.2365,14.500074,-154.236,-109.553454,20.000000,94.362640,32000.000,19.3111,22.3214,1.000000e-30,
14 Sep 2023 15:28:57.000,30.000,0.0000,30.000,184.2123,14.500070,-154.212,-109.529249,20.000000,94.386845,32000.000,19.3353,22.3456,1.000000e-30,
14 Sep 2023 15:29:02.000,30.000,0.0000,30.000,184.1894,14.500066,-154.189,-109.506314,20.000000,94.409780,32000.000,19.3583,22.3686,1.000000e-30,
14 Sep 2023 15:29:07.000,30.000,0.0000,30.000,184.1677,14.500062,-154.168,-109.484671,20.000000,94.431423,32000.000,19.3799,22.3902,1.000000e-30,
14 Sep 2023 15:29:12.000,30.000,0.0000,30.000,184.1474,14.500058,-154.147,-109.464339,20.000000,94.451755,32000.000,19.4003,22.4106,1.000000e-30,
14 Sep 2023 15:29:17.000,30.000,0.0000,30.000,184.1284,14.500054,-154.128,-109.445340,20.000000,94.470754,32000.000,19.4193,22.4296,1.000000e-30,
14 Sep 2023 15:29:22.000,30.000,0.0000,30.000,184.1107,14.500050,-154.111,-109.427692,20.000000,94.488403,32000.000,19.4369,22.4472,1.000000e-30,
14 Sep 2023 15:29:27.000,30.000,0.0000,30.000,184.0945,14.500046,-154.094,-109.411412,20.000000,94.504682,32000.000,19.4532,22.4635,1.000000e-30,
14 Sep 2023 15:29:32.000,30.000,0.0000,30.000,184.0796,14.500042,-154.080,-109.396517,20.000000,94.519577,32000.000,19.4681,22.4784,1.000000e-30,
14 Sep 2023 15:29:37.000,30.000,0.0000,30.000,184.0661,14.500037,-154.066,-109.383022,20.000000,94.533072,32000.000,19.4816,22.4919,1.000000e-30,
14 Sep 2023 15:29:42.000,30.000,0.0000,30.000,184.0540,14.500033,-154.054,-109.370942,20.000000,94.545152,32000.000,19.4937,22.5040,1.000000e-30,
14 Sep 2023 15:29:47.000,30.000,0.0000,30.000,184.0433,14.500029,-154.043,-109.360288,20.000000,94.555806,32000.000,19.5043,22.5146,1.000000e-30,
14 Sep 2023 15:29:52.000,30.000,0.0000,30.000,184.0341,14.500025,-154.034,-109.351073,20.000000,94.565022,32000.000,19.5135,22.5238,1.000000e-30,
14 Sep 2023 15:29:57.000,30.000,0.0000,30.000,184.0263,14.500021,-154.026,-109.343305,20.000000,94.572789,32000.000,19.5213,22.5316,1.000000e-30,
14 Sep 2023 15:30:02.000,30.000,0.0000,30.000,184.0200,14.500016,-154.020,-109.336993,20.000000,94.579101,32000.000,19.5276,22.5379,1.000000e-30,
14 Sep 2023 15:30:07.000,30.000,0.0000,30.000,184.0152,14.500012,-154.015,-109.332144,20.000000,94.583950,32000.000,19.5325,22.5428,1.000000e-30,
14 Sep 2023 15:30:12.000,30.000,0.0000,30.000,184.0118,14.500008,-154.012,-109.328764,20.000000,94.587331,32000.000,19.5358,22.5461,1.000000e-30,
14 Sep 2023 15:30:17.000,30.000,0.0000,30.000,184.0099,14.500003,-154.010,-109.326855,20.000000,94.589239,32000.000,19.5377,22.5480,1.000000e-30,
14 Sep 2023 15:30:22.000,30.000,0.0000,30.000,184.0095,14.499999,-154.009,-109.326422,20.000000,94.589673,32000.000,19.5382,22.5485,1.000000e-30,
14 Sep 2023 15:30:27.000,30.000,0.0000,30.000,184.0105,14.499995,-154.011,-109.327463,20.000000,94.588631,32000.000,19.5371,22.5474,1.000000e-30,
14 Sep 2023 15:30:32.000,30.000,0.0000,30.000,184.0130,14.499991,-154.013,-109.329979,20.000000,94.586116,32000.000,19.5346,22.5449,1.000000e-30,
14 Sep 2023 15:30:37.000,30.000,0.0000,30.000,184.0170,14.499986,-154.017,-109.333966,20.000000,94.582128,32000.000,19.5306,22.5409,1.000000e-30,
14 Sep 2023 15:30:42.000,30.000,0.0000,30.000,184.0225,14.499982,-154.022,-109.339422,20.000000,94.576672,32000.000,19.5252,22.5355,1.000000e-30,
14 Sep 2023 15:30:47.000,30.000,0.0000,30.000,184.0294,14.499978,-154.029,-109.346341,20.000000,94.569753,32000.000,19.5183,22.5286,1.000000e-30,
14 Sep 2023 15:30:52.000,30.000,0.0000,30.000,184.0378,14.499973,-154.038,-109.354716,20.000000,94.561378,32000.000,19.5099,22.5202,1.000000e-30,
14 Sep 2023 15:30:57.000,30.000,0.0000,30.000,184.0476,14.499969,-154.048,-109.364538,20.000000,94.551556,32000.000,19.5001,22.5104,1.000000e-30,
