"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
14 Sep 2023 17:37:53.053,186.778,0.000,2702.188539
14 Sep 2023 17:37:58.000,186.388,0.260,2673.587116
14 Sep 2023 17:38:03.000,185.984,0.524,2644.795225
14 Sep 2023 17:38:08.000,185.571,0.790,2616.122807
14 Sep 2023 17:38:13.000,185.149,1.058,2587.574695
14 Sep 2023 17:38:18.000,184.717,1.328,2559.155909
14 Sep 2023 17:38:23.000,184.275,1.600,2530.871660
14 Sep 2023 17:38:28.000,183.823,1.874,2502.727363
14 Sep 2023 17:38:33.000,183.361,2.150,2474.728642
14 Sep 2023 17:38:38.000,182.888,2.428,2446.881339
14 Sep 2023 17:38:43.000,182.403,2.708,2419.191525
14 Sep 2023 17:38:48.000,181.907,2.989,2391.665505
14 Sep 2023 17:38:53.000,181.399,3.273,2364.309835
14 Sep 2023 17:38:58.000,180.878,3.559,2337.131325
14 Sep 2023 17:39:03.000,180.345,3.847,2310.137051
14 Sep 2023 17:39:08.000,179.799,4.136,2283.334366
14 Sep 2023 17:39:13.000,179.239,4.428,2256.730911
14 Sep 2023 17:39:18.000,178.665,4.721,2230.334623
14 Sep 2023 17:39:23.000,178.077,5.017,2204.153750
14 Sep 2023 17:39:28.000,177.474,5.314,2178.196856
14 Sep 2023 17:39:33.000,176.855,5.613,2152.472835
14 Sep 2023 17:39:38.000,176.221,5.914,2126.990921
14 Sep 2023 17:39:43.000,175.571,6.216,2101.760701
14 Sep 2023 17:39:48.000,174.904,6.520,2076.792118
14 Sep 2023 17:39:53.000,174.220,6.825,2052.095488
14 Sep 2023 17:39:58.000,173.518,7.132,2027.681506
14 Sep 2023 17:40:03.000,172.798,7.440,2003.561254
14 Sep 2023 17:40:08.000,172.060,7.749,1979.746209
14 Sep 2023 17:40:13.000,171.302,8.059,1956.248252
14 Sep 2023 17:40:18.000,170.524,8.370,1933.079672
14 Sep 2023 17:40:23.000,169.727,8.681,1910.253168
14 Sep 2023 17:40:28.000,168.908,8.993,1887.781855
14 Sep 2023 17:40:33.000,168.068,9.305,1865.679266
14 Sep 2023 17:40:38.000,167.207,9.617,1843.959344
14 Sep 2023 17:40:43.000,166.323,9.928,1822.636447
14 Sep 2023 17:40:48.000,165.417,10.238,1801.725335
14 Sep 2023 17:40:53.000,164.488,10.548,1781.241164
14 Sep 2023 17:40:58.000,163.535,10.856,1761.199474
14 Sep 2023 17:41:03.000,162.558,11.162,1741.616168
14 Sep 2023 17:41:08.000,161.557,11.465,1722.507496
14 Sep 2023 17:41:13.000,160.531,11.766,1703.890031
14 Sep 2023 17:41:18.000,159.480,12.064,1685.780636
14 Sep 2023 17:41:23.000,158.405,12.358,1668.196432
14 Sep 2023 17:41:28.000,157.304,12.647,1651.154759
14 Sep 2023 17:41:33.000,156.178,12.932,1634.673130
14 Sep 2023 17:41:38.000,155.026,13.211,1618.769179
14 Sep 2023 17:41:43.000,153.849,13.484,1603.460608
14 Sep 2023 17:41:48.000,152.647,13.750,1588.765123
14 Sep 2023 17:41:53.000,151.420,14.008,1574.700369
14 Sep 2023 17:41:58.000,150.169,14.259,1561.283850
14 Sep 2023 17:42:03.000,148.893,14.500,1548.532856
14 Sep 2023 17:42:08.000,147.594,14.731,1536.464382
14 Sep 2023 17:42:13.000,146.272,14.952,1525.095034
14 Sep 2023 17:42:18.000,144.928,15.162,1514.440942
14 Sep 2023 17:42:23.000,143.562,15.359,1504.517662
14 Sep 2023 17:42:28.000,142.177,15.544,1495.340091
14 Sep 2023 17:42:33.000,140.772,15.716,1486.922350
14 Sep 2023 17:42:38.000,139.350,15.873,1479.277719
14 Sep 2023 17:42:43.000,137.912,16.016,1472.418514
14 Sep 2023 17:42:48.000,136.458,16.144,1466.356009
14 Sep 2023 17:42:53.000,134.992,16.255,1461.100358
14 Sep 2023 17:42:58.000,133.514,16.350,1456.660501
14 Sep 2023 17:43:03.000,132.027,16.429,1453.044106
14 Sep 2023 17:43:08.000,130.532,16.490,1450.257493
14 Sep 2023 17:43:13.000,129.031,16.534,1448.305589
14 Sep 2023 17:43:18.000,127.527,16.560,1447.191893
14 Sep 2023 17:43:23.000,126.021,16.568,1446.918426
14 Sep 2023 17:43:28.000,124.515,16.559,1447.485736
14 Sep 2023 17:43:33.000,123.011,16.532,1448.892910
14 Sep 2023 17:43:38.000,121.512,16.487,1451.137465
14 Sep 2023 17:43:43.000,120.019,16.425,1454.215546
14 Sep 2023 17:43:48.000,118.535,16.346,1458.121846
14 Sep 2023 17:43:53.000,117.060,16.250,1462.849680
14 Sep 2023 17:43:58.000,115.598,16.138,1468.391034
14 Sep 2023 17:44:03.000,114.149,16.010,1474.736642
14 Sep 2023 17:44:08.000,112.716,15.866,1481.876051
14 Sep 2023 17:44:13.000,111.299,15.709,1489.797703
14 Sep 2023 17:44:18.000,109.900,15.537,1498.489028
14 Sep 2023 17:44:23.000,108.521,15.352,1507.936532
14 Sep 2023 17:44:28.000,107.163,15.154,1518.125885
14 Sep 2023 17:44:33.000,105.825,14.945,1529.042029
14 Sep 2023 17:44:38.000,104.511,14.724,1540.669259
14 Sep 2023 17:44:43.000,103.219,14.493,1552.991335
14 Sep 2023 17:44:48.000,101.951,14.252,1565.991564
14 Sep 2023 17:44:53.000,100.708,14.003,1579.652888
14 Sep 2023 17:44:58.000,99.489,13.745,1593.957984
14 Sep 2023 17:45:03.000,98.296,13.480,1608.889335
14 Sep 2023 17:45:08.000,97.127,13.208,1624.429295
14 Sep 2023 17:45:13.000,95.984,12.930,1640.560197
14 Sep 2023 17:45:18.000,94.867,12.647,1657.264381
14 Sep 2023 17:45:23.000,93.775,12.358,1674.524270
14 Sep 2023 17:45:28.000,92.708,12.066,1692.322434
14 Sep 2023 17:45:33.000,91.667,11.770,1710.641622
14 Sep 2023 17:45:38.000,90.650,11.470,1729.464814
14 Sep 2023 17:45:43.000,89.658,11.168,1748.775259
14 Sep 2023 17:45:48.000,88.690,10.863,1768.556500
14 Sep 2023 17:45:53.000,87.746,10.557,1788.792416
14 Sep 2023 17:45:58.000,86.826,10.249,1809.467239
14 Sep 2023 17:46:03.000,85.928,9.941,1830.565558
14 Sep 2023 17:46:08.000,85.054,9.631,1852.072361
14 Sep 2023 17:46:13.000,84.201,9.321,1873.973024
14 Sep 2023 17:46:18.000,83.370,9.011,1896.253341
14 Sep 2023 17:46:23.000,82.561,8.701,1918.899503
14 Sep 2023 17:46:28.000,81.772,8.391,1941.898128
14 Sep 2023 17:46:33.000,81.003,8.082,1965.236236
14 Sep 2023 17:46:38.000,80.254,7.773,1988.901272
14 Sep 2023 17:46:43.000,79.524,7.466,2012.881084
14 Sep 2023 17:46:48.000,78.813,7.160,2037.163931
14 Sep 2023 17:46:53.000,78.120,6.854,2061.738466
14 Sep 2023 17:46:58.000,77.444,6.551,2086.593740
14 Sep 2023 17:47:03.000,76.786,6.248,2111.719186
14 Sep 2023 17:47:08.000,76.144,5.947,2137.104608
14 Sep 2023 17:47:13.000,75.519,5.648,2162.740190
14 Sep 2023 17:47:18.000,74.909,5.350,2188.616458
14 Sep 2023 17:47:23.000,74.314,5.055,2214.724293
14 Sep 2023 17:47:28.000,73.735,4.761,2241.054916
14 Sep 2023 17:47:33.000,73.169,4.468,2267.599861
14 Sep 2023 17:47:38.000,72.618,4.178,2294.350987
14 Sep 2023 17:47:43.000,72.080,3.890,2321.300457
14 Sep 2023 17:47:48.000,71.555,3.603,2348.440725
14 Sep 2023 17:47:53.000,71.043,3.318,2375.764530
14 Sep 2023 17:47:58.000,70.543,3.036,2403.264884
14 Sep 2023 17:48:03.000,70.056,2.755,2430.935058
14 Sep 2023 17:48:08.000,69.579,2.476,2458.768588
14 Sep 2023 17:48:13.000,69.114,2.200,2486.759241
14 Sep 2023 17:48:18.000,68.660,1.925,2514.901023
14 Sep 2023 17:48:23.000,68.217,1.652,2543.188160
14 Sep 2023 17:48:28.000,67.783,1.381,2571.615105
14 Sep 2023 17:48:33.000,67.360,1.112,2600.176503
14 Sep 2023 17:48:38.000,66.947,0.844,2628.867215
14 Sep 2023 17:48:43.000,66.542,0.579,2657.682273
14 Sep 2023 17:48:48.000,66.147,0.315,2686.616908
14 Sep 2023 17:48:53.000,65.761,0.054,2715.666522
14 Sep 2023 17:48:54.025,65.682,0.000,2721.632623
14 Sep 2023 19:16:13.342,235.510,0.000,2708.190370
14 Sep 2023 19:16:18.000,235.584,0.282,2677.102420
14 Sep 2023 19:16:23.000,235.666,0.589,2643.735429
14 Sep 2023 19:16:28.000,235.750,0.899,2610.374356
