"Time (UTCG)","Xmtr Power1 (dBW)","Xmtr Gain1 (dB)","EIRP1 (dBW)","Prop Loss1 (dB)","Rcvd. Frequency1 (GHz)","Rcvd. Iso. Power1 (dBW)","Flux Density1 (dBW/m^2)","g/T1 (dB/K)","C/No1 (dB*Hz)","Bandwidth1 (kHz)","C/N1 (dB)","Eb/No1 (dB)","BER1",
14 Sep 2023 17:37:53.053,30.000,0.0000,30.000,184.3095,14.500280,-154.309,-109.626412,20.000000,94.289683,32000.000,19.2382,22.2485,1.000000e-30,
14 Sep 2023 17:38:53.000,30.000,0.0000,30.000,183.1492,14.500264,-153.149,-108.466187,20.000000,95.449907,32000.000,20.3984,23.4087,1.000000e-30,
14 Sep 2023 17:39:53.000,30.000,0.0000,30.000,181.9191,14.500238,-151.919,-107.236050,20.000000,96.680044,32000.000,21.6285,24.6388,1.000000e-30,
14 Sep 2023 17:40:53.000,30.000,0.0000,30.000,180.6896,14.500196,-150.690,-106.006553,20.000000,97.909541,32000.000,22.8580,25.8683,1.000000e-30,
14 Sep 2023 17:41:53.000,30.000,0.0000,30.000,179.6191,14.500133,-149.619,-104.936057,20.000000,98.980037,32000.000,23.9285,26.9388,1.000000e-30,
14 Sep 2023 17:42:53.000,30.000,0.0000,30.000,178.9687,14.500047,-148.969,-104.285699,20.000000,99.630395,32000.000,24.5789,27.5892,1.000000e-30,
14 Sep 2023 17:43:53.000,30.000,0.0000,30.000,178.9791,14.499950,-148.979,-104.296093,20.000000,99.620002,32000.000,24.5685,27.5788,1.000000e-30,
14 Sep 2023 17:44:53.000,30.000,0.0000,30.000,179.6464,14.499865,-149.646,-104.963332,20.000000,98.952762,32000.000,23.9013,26.9116,1.000000e-30,
14 Sep 2023 17:45:53.000,30.000,0.0000,30.000,180.7263,14.499802,-150.726,-106.043298,20.000000,97.872796,32000.000,22.8213,25.8316,1.000000e-30,
14 Sep 2023 17:46:53.000,30.000,0.0000,30.000,181.9598,14.499761,-151.960,-107.276771,20.000000,96.639323,32000.000,21.5878,24.5981,1.000000e-30,
14 Sep 2023 17:47:53.000,30.000,0.0000,30.000,183.1912,14.499735,-153.191,-108.508167,20.000000,95.407927,32000.000,20.3564,23.3667,1.000000e-30,
14 Sep 2023 17:48:53.000,30.000,0.0000,30.000,184.3527,14.499718,-154.353,-109.669628,20.000000,94.246467,32000.000,19.1950,22.2053,1.000000e-30,
